id,sales
168,47.0
169,49.0
170,35.0
171,43.0
172,56.0
173,42.0
174,26.0
175,34.0
176,29.0
177,51.0
178,47.0
179,49.0
180,35.0
181,43.0
182,56.0
183,42.0
184,26.0
185,34.0
186,29.0
187,51.0
188,47.0
189,49.0
190,35.0
191,43.0
192,56.0
193,42.0
194,26.0
195,34.0
196,29.0
197,51.0
198,47.0
199,49.0
200,35.0
201,43.0
202,56.0
203,42.0
204,26.0
205,34.0
206,29.0
207,51.0
208,47.0
209,49.0
210,35.0
211,43.0
212,56.0
213,42.0
214,26.0
215,34.0
216,29.0
217,51.0
218,47.0
219,49.0
220,35.0
221,43.0
222,56.0
223,42.0
224,26.0
225,34.0
226,29.0
227,51.0
228,47.0
229,49.0
230,35.0
231,43.0
232,56.0
233,42.0
234,26.0
235,34.0
236,29.0
237,51.0
238,47.0
239,49.0
240,35.0
241,43.0
242,56.0
243,42.0
244,26.0
245,34.0
246,29.0
247,51.0
248,47.0
249,49.0
250,35.0
251,43.0
252,56.0
253,42.0
254,26.0
255,34.0
256,29.0
257,51.0
258,47.0
259,49.0
260,20.0
261,28.0
262,22.0
263,19.0
264,10.0
265,25.0
266,16.0
267,20.0
268,26.0
269,20.0
270,20.0
271,28.0
272,22.0
273,19.0
274,10.0
275,25.0
276,16.0
277,20.0
278,26.0
279,20.0
280,20.0
281,28.0
282,22.0
283,19.0
284,10.0
285,25.0
286,16.0
287,20.0
288,26.0
289,20.0
290,20.0
291,28.0
292,22.0
293,19.0
294,10.0
295,25.0
296,16.0
297,20.0
298,26.0
299,20.0
300,20.0
301,28.0
302,22.0
303,19.0
304,10.0
305,25.0
306,16.0
307,20.0
308,26.0
309,20.0
310,20.0
311,28.0
312,22.0
313,19.0
314,10.0
315,25.0
316,16.0
317,20.0
318,26.0
319,20.0
320,20.0
321,28.0
322,22.0
323,19.0
324,10.0
325,25.0
326,16.0
327,20.0
328,26.0
329,20.0
330,20.0
331,28.0
332,22.0
333,19.0
334,10.0
335,25.0
336,16.0
337,20.0
338,26.0
339,20.0
340,20.0
341,28.0
342,22.0
343,19.0
344,10.0
345,25.0
346,16.0
347,20.0
348,26.0
349,20.0
350,20.0
351,28.0
352,22.0
353,19.0
354,10.0
355,25.0
356,16.0
357,20.0
358,26.0
359,20.0
360,20.0
361,28.0
362,22.0
363,19.0
364,10.0
365,25.0
366,16.0
367,20.0
368,26.0
369,20.0
370,20.0
371,28.0
372,22.0
373,19.0
374,10.0
375,25.0
376,16.0
377,20.0
378,26.0
379,20.0
380,20.0
381,28.0
382,22.0
383,19.0
384,10.0
385,25.0
386,16.0
387,20.0
388,26.0
389,20.0
390,20.0
391,28.0
392,22.0
393,19.0
394,10.0
395,25.0
396,16.0
397,20.0
398,26.0
399,20.0
400,20.0
401,28.0
402,22.0
403,19.0
404,10.0
405,25.0
406,16.0
407,20.0
408,26.0
409,20.0
410,20.0
411,28.0
412,22.0
413,19.0
414,10.0
415,25.0
416,16.0
417,20.0
418,26.0
419,20.0
420,20.0
421,28.0
422,22.0
423,19.0
424,10.0
425,25.0
426,16.0
427,20.0
428,26.0
429,20.0
430,20.0
431,28.0
432,22.0
433,19.0
434,10.0
435,25.0
436,16.0
437,20.0
438,26.0
439,20.0
440,20.0
441,28.0
442,22.0
443,19.0
444,10.0
445,25.0
446,16.0
447,20.0
448,26.0
449,20.0
450,20.0
451,28.0
452,22.0
453,19.0
454,10.0
455,25.0
456,16.0
457,20.0
458,26.0
459,20.0
460,20.0
461,28.0
462,22.0
463,19.0
464,10.0
465,25.0
466,16.0
467,20.0
468,26.0
469,20.0
470,20.0
471,28.0
472,22.0
473,19.0
474,10.0
475,25.0
476,16.0
477,20.0
478,26.0
479,20.0
480,20.0
481,28.0
482,22.0
483,19.0
484,10.0
485,25.0
486,16.0
487,20.0
488,26.0
489,20.0
490,20.0
491,28.0
492,22.0
493,19.0
494,10.0
495,25.0
496,16.0
497,20.0
498,26.0
499,20.0
500,20.0
501,28.0
502,22.0
503,19.0
504,10.0
505,25.0
506,16.0
507,20.0
508,26.0
509,20.0
510,20.0
511,28.0
512,22.0
513,19.0
514,10.0
515,25.0
516,16.0
517,20.0
518,26.0
519,20.0
520,48.0
521,59.0
522,57.0
523,46.0
524,48.0
525,37.0
526,38.0
527,62.0
528,52.0
529,68.0
530,48.0
531,59.0
532,57.0
533,46.0
534,48.0
535,37.0
536,38.0
537,62.0
538,52.0
539,68.0
540,48.0
541,59.0
542,57.0
543,46.0
544,48.0
545,37.0
546,38.0
547,62.0
548,52.0
549,68.0
550,48.0
551,59.0
552,57.0
553,46.0
554,48.0
555,37.0
556,38.0
557,62.0
558,52.0
559,68.0
560,48.0
561,59.0
562,57.0
563,46.0
564,48.0
565,37.0
566,38.0
567,62.0
568,52.0
569,68.0
570,48.0
571,59.0
572,57.0
573,46.0
574,48.0
575,37.0
576,38.0
577,62.0
578,52.0
579,68.0
580,48.0
581,59.0
582,57.0
583,46.0
584,48.0
585,37.0
586,38.0
587,62.0
588,52.0
589,68.0
590,48.0
591,59.0
592,57.0
593,46.0
594,48.0
595,37.0
596,38.0
597,62.0
598,52.0
599,68.0
600,48.0
601,59.0
602,57.0
603,46.0
604,48.0
605,37.0
606,38.0
607,62.0
608,52.0
609,68.0
610,48.0
611,59.0
612,57.0
613,46.0
614,48.0
615,37.0
616,38.0
617,62.0
618,52.0
619,68.0
620,48.0
621,59.0
622,57.0
623,46.0
624,48.0
625,37.0
626,38.0
627,62.0
628,52.0
629,68.0
630,48.0
631,59.0
632,57.0
633,46.0
634,48.0
635,37.0
636,38.0
637,62.0
638,52.0
639,68.0
640,48.0
641,59.0
642,57.0
643,46.0
644,48.0
645,37.0
646,38.0
647,62.0
648,52.0
649,68.0
650,48.0
651,59.0
652,57.0
653,46.0
654,48.0
655,37.0
656,38.0
657,62.0
658,52.0
659,68.0
660,48.0
661,59.0
662,57.0
663,46.0
664,48.0
665,37.0
666,38.0
667,62.0
668,52.0
669,68.0
670,48.0
671,59.0
672,57.0
673,46.0
674,48.0
675,37.0
676,38.0
677,62.0
678,52.0
679,68.0
680,48.0
681,59.0
682,57.0
683,46.0
684,48.0
685,37.0
686,38.0
687,62.0
688,52.0
689,68.0
690,48.0
691,59.0
692,57.0
693,46.0
694,48.0
695,37.0
696,38.0
697,62.0
698,52.0
699,68.0
700,48.0
701,59.0
702,57.0
703,46.0
704,48.0
705,37.0
706,38.0
707,62.0
708,52.0
709,68.0
710,48.0
711,59.0
712,57.0
713,46.0
714,48.0
715,37.0
716,38.0
717,62.0
718,52.0
719,68.0
720,48.0
721,59.0
722,57.0
723,46.0
724,48.0
725,37.0
726,38.0
727,62.0
728,52.0
729,68.0
730,48.0
731,59.0
732,57.0
733,46.0
734,48.0
735,37.0
736,38.0
737,62.0
738,52.0
739,68.0
740,48.0
741,59.0
742,57.0
743,46.0
744,48.0
745,37.0
746,38.0
747,62.0
748,52.0
749,68.0
750,48.0
751,59.0
752,57.0
753,46.0
754,48.0
755,37.0
756,38.0
757,62.0
758,52.0
759,68.0
760,48.0
761,59.0
762,57.0
763,46.0
764,48.0
765,37.0
766,38.0
767,62.0
768,52.0
769,68.0
770,48.0
771,59.0
772,57.0
773,46.0
774,48.0
775,37.0
776,38.0
777,62.0
778,52.0
779,68.0
780,20.0
781,14.0
782,21.0
783,12.0
784,9.0
785,16.0
786,13.0
787,26.0
788,19.0
789,23.0
790,20.0
791,14.0
792,21.0
793,12.0
794,9.0
795,16.0
796,13.0
797,26.0
798,19.0
799,23.0
800,20.0
801,14.0
802,21.0
803,12.0
804,9.0
805,16.0
806,13.0
807,26.0
808,19.0
809,23.0
810,20.0
811,14.0
812,21.0
813,12.0
814,9.0
815,16.0
816,13.0
817,26.0
818,19.0
819,23.0
820,20.0
821,14.0
822,21.0
823,12.0
824,9.0
825,16.0
826,13.0
827,26.0
828,19.0
829,23.0
830,20.0
831,14.0
832,21.0
833,12.0
834,9.0
835,16.0
836,13.0
837,26.0
838,19.0
839,23.0
840,20.0
841,14.0
842,21.0
843,12.0
844,9.0
845,16.0
846,13.0
847,26.0
848,19.0
849,23.0
850,20.0
851,14.0
852,21.0
853,12.0
854,9.0
855,16.0
856,13.0
857,26.0
858,19.0
859,23.0
860,20.0
861,14.0
862,21.0
863,12.0
864,9.0
865,16.0
866,13.0
867,26.0
868,19.0
869,23.0
870,20.0
871,14.0
872,21.0
873,12.0
874,9.0
875,16.0
876,13.0
877,26.0
878,19.0
879,23.0
880,20.0
881,14.0
882,21.0
883,12.0
884,9.0
885,16.0
886,13.0
887,26.0
888,19.0
889,23.0
890,20.0
891,14.0
892,21.0
893,12.0
894,9.0
895,16.0
896,13.0
897,26.0
898,19.0
899,23.0
900,20.0
901,14.0
902,21.0
903,12.0
904,9.0
905,16.0
906,13.0
907,26.0
908,19.0
909,23.0
910,20.0
911,14.0
912,21.0
913,12.0
914,9.0
915,16.0
916,13.0
917,26.0
918,19.0
919,23.0
920,20.0
921,14.0
922,21.0
923,12.0
924,9.0
925,16.0
926,13.0
927,26.0
928,19.0
929,23.0
930,20.0
931,14.0
932,21.0
933,12.0
934,9.0
935,16.0
936,13.0
937,26.0
938,19.0
939,23.0
940,20.0
941,14.0
942,21.0
943,12.0
944,9.0
945,16.0
946,13.0
947,26.0
948,19.0
949,23.0
950,20.0
951,14.0
952,21.0
953,12.0
954,9.0
955,16.0
956,13.0
957,26.0
958,19.0
959,23.0
960,20.0
961,14.0
962,21.0
963,12.0
964,9.0
965,16.0
966,13.0
967,26.0
968,19.0
969,23.0
970,20.0
971,14.0
972,21.0
973,12.0
974,9.0
975,16.0
976,13.0
977,26.0
978,19.0
979,23.0
980,20.0
981,14.0
982,21.0
983,12.0
984,9.0
985,16.0
986,13.0
987,26.0
988,19.0
989,23.0
990,20.0
991,14.0
992,21.0
993,12.0
994,9.0
995,16.0
996,13.0
997,26.0
998,19.0
999,23.0
1000,20.0
1001,14.0
1002,21.0
1003,12.0
1004,9.0
1005,16.0
1006,13.0
1007,26.0
1008,19.0
1009,23.0
1010,20.0
1011,14.0
1012,21.0
1013,12.0
1014,9.0
1015,16.0
1016,13.0
1017,26.0
1018,19.0
1019,23.0
1020,20.0
1021,14.0
1022,21.0
1023,12.0
1024,9.0
1025,16.0
1026,13.0
1027,26.0
1028,19.0
1029,23.0
1030,20.0
1031,14.0
1032,21.0
1033,12.0
1034,9.0
1035,16.0
1036,13.0
1037,26.0
1038,19.0
1039,23.0
1040,45.0
1041,65.0
1042,66.0
1043,44.0
1044,27.0
1045,33.0
1046,27.0
1047,54.0
1048,55.0
1049,42.0
1050,45.0
1051,65.0
1052,66.0
1053,44.0
1054,27.0
1055,33.0
1056,27.0
1057,54.0
1058,55.0
1059,42.0
1060,45.0
1061,65.0
1062,66.0
1063,44.0
1064,27.0
1065,33.0
1066,27.0
1067,54.0
1068,55.0
1069,42.0
1070,45.0
1071,65.0
1072,66.0
1073,44.0
1074,27.0
1075,33.0
1076,27.0
1077,54.0
1078,55.0
1079,42.0
1080,45.0
1081,65.0
1082,66.0
1083,44.0
1084,27.0
1085,33.0
1086,27.0
1087,54.0
1088,55.0
1089,42.0
1090,45.0
1091,65.0
1092,66.0
1093,44.0
1094,27.0
1095,33.0
1096,27.0
1097,54.0
1098,55.0
1099,42.0
1100,45.0
1101,65.0
1102,66.0
1103,44.0
1104,27.0
1105,33.0
1106,27.0
1107,54.0
1108,55.0
1109,42.0
1110,45.0
1111,65.0
1112,66.0
1113,44.0
1114,27.0
1115,33.0
1116,27.0
1117,54.0
1118,55.0
1119,42.0
1120,45.0
1121,65.0
1122,66.0
1123,44.0
1124,27.0
1125,33.0
1126,27.0
1127,54.0
1128,55.0
1129,42.0
1130,45.0
1131,65.0
1132,66.0
1133,44.0
1134,27.0
1135,33.0
1136,27.0
1137,54.0
1138,55.0
1139,42.0
1140,45.0
1141,65.0
1142,66.0
1143,44.0
1144,27.0
1145,33.0
1146,27.0
1147,54.0
1148,55.0
1149,42.0
1150,45.0
1151,65.0
1152,66.0
1153,44.0
1154,27.0
1155,33.0
1156,27.0
1157,54.0
1158,55.0
1159,42.0
1160,45.0
1161,65.0
1162,66.0
1163,44.0
1164,27.0
1165,33.0
1166,27.0
1167,54.0
1168,55.0
1169,42.0
1170,45.0
1171,65.0
1172,66.0
1173,44.0
1174,27.0
1175,33.0
1176,27.0
1177,54.0
1178,55.0
1179,42.0
1180,45.0
1181,65.0
1182,66.0
1183,44.0
1184,27.0
1185,33.0
1186,27.0
1187,54.0
1188,55.0
1189,42.0
1190,45.0
1191,65.0
1192,66.0
1193,44.0
1194,27.0
1195,33.0
1196,27.0
1197,54.0
1198,55.0
1199,42.0
1200,45.0
1201,65.0
1202,66.0
1203,44.0
1204,27.0
1205,33.0
1206,27.0
1207,54.0
1208,55.0
1209,42.0
1210,45.0
1211,65.0
1212,66.0
1213,44.0
1214,27.0
1215,33.0
1216,27.0
1217,54.0
1218,55.0
1219,42.0
1220,45.0
1221,65.0
1222,66.0
1223,44.0
1224,27.0
1225,33.0
1226,27.0
1227,54.0
1228,55.0
1229,42.0
1230,45.0
1231,65.0
1232,66.0
1233,44.0
1234,27.0
1235,33.0
1236,27.0
1237,54.0
1238,55.0
1239,42.0
1240,45.0
1241,65.0
1242,66.0
1243,44.0
1244,27.0
1245,33.0
1246,27.0
1247,54.0
1248,55.0
1249,42.0
1250,45.0
1251,65.0
1252,66.0
1253,44.0
1254,27.0
1255,33.0
1256,27.0
1257,54.0
1258,55.0
1259,42.0
1260,45.0
1261,65.0
1262,66.0
1263,44.0
1264,27.0
1265,33.0
1266,27.0
1267,54.0
1268,55.0
1269,42.0
1270,45.0
1271,65.0
1272,66.0
1273,44.0
1274,27.0
1275,33.0
1276,27.0
1277,54.0
1278,55.0
1279,42.0
1280,45.0
1281,65.0
1282,66.0
1283,44.0
1284,27.0
1285,33.0
1286,27.0
1287,54.0
1288,55.0
1289,42.0
1290,45.0
1291,65.0
1292,66.0
1293,44.0
1294,27.0
1295,33.0
1296,27.0
1297,54.0
1298,55.0
1299,42.0
1300,15.0
1301,34.0
1302,33.0
1303,29.0
1304,19.0
1305,14.0
1306,20.0
1307,30.0
1308,20.0
1309,34.0
1310,15.0
1311,34.0
1312,33.0
1313,29.0
1314,19.0
1315,14.0
1316,20.0
1317,30.0
1318,20.0
1319,34.0
1320,15.0
1321,34.0
1322,33.0
1323,29.0
1324,19.0
1325,14.0
1326,20.0
1327,30.0
1328,20.0
1329,34.0
1330,15.0
1331,34.0
1332,33.0
1333,29.0
1334,19.0
1335,14.0
1336,20.0
1337,30.0
1338,20.0
1339,34.0
1340,15.0
1341,34.0
1342,33.0
1343,29.0
1344,19.0
1345,14.0
1346,20.0
1347,30.0
1348,20.0
1349,34.0
1350,15.0
1351,34.0
1352,33.0
1353,29.0
1354,19.0
1355,14.0
1356,20.0
1357,30.0
1358,20.0
1359,34.0
1360,15.0
1361,34.0
1362,33.0
1363,29.0
1364,19.0
1365,14.0
1366,20.0
1367,30.0
1368,20.0
1369,34.0
1370,15.0
1371,34.0
1372,33.0
1373,29.0
1374,19.0
1375,14.0
1376,20.0
1377,30.0
1378,20.0
1379,34.0
1380,15.0
1381,34.0
1382,33.0
1383,29.0
1384,19.0
1385,14.0
1386,20.0
1387,30.0
1388,20.0
1389,34.0
1390,15.0
1391,34.0
1392,33.0
1393,29.0
1394,19.0
1395,14.0
1396,20.0
1397,30.0
1398,20.0
1399,34.0
1400,15.0
1401,34.0
1402,33.0
1403,29.0
1404,19.0
1405,14.0
1406,20.0
1407,30.0
1408,20.0
1409,34.0
1410,15.0
1411,34.0
1412,33.0
1413,29.0
1414,19.0
1415,14.0
1416,20.0
1417,30.0
1418,20.0
1419,34.0
1420,15.0
1421,34.0
1422,33.0
1423,29.0
1424,19.0
1425,14.0
1426,20.0
1427,30.0
1428,20.0
1429,34.0
1430,15.0
1431,34.0
1432,33.0
1433,29.0
1434,19.0
1435,14.0
1436,20.0
1437,30.0
1438,20.0
1439,34.0
1440,15.0
1441,34.0
1442,33.0
1443,29.0
1444,19.0
1445,14.0
1446,20.0
1447,30.0
1448,20.0
1449,34.0
1450,15.0
1451,34.0
1452,33.0
1453,29.0
1454,19.0
1455,14.0
1456,20.0
1457,30.0
1458,20.0
1459,34.0
1460,15.0
1461,34.0
1462,33.0
1463,29.0
1464,19.0
1465,14.0
1466,20.0
1467,30.0
1468,20.0
1469,34.0
1470,15.0
1471,34.0
1472,33.0
1473,29.0
1474,19.0
1475,14.0
1476,20.0
1477,30.0
1478,20.0
1479,34.0
1480,15.0
1481,34.0
1482,33.0
1483,29.0
1484,19.0
1485,14.0
1486,20.0
1487,30.0
1488,20.0
1489,34.0
1490,15.0
1491,34.0
1492,33.0
1493,29.0
1494,19.0
1495,14.0
1496,20.0
1497,30.0
1498,20.0
1499,34.0
1500,15.0
1501,34.0
1502,33.0
1503,29.0
1504,19.0
1505,14.0
1506,20.0
1507,30.0
1508,20.0
1509,34.0
1510,15.0
1511,34.0
1512,33.0
1513,29.0
1514,19.0
1515,14.0
1516,20.0
1517,30.0
1518,20.0
1519,34.0
1520,15.0
1521,34.0
1522,33.0
1523,29.0
1524,19.0
1525,14.0
1526,20.0
1527,30.0
1528,20.0
1529,34.0
1530,15.0
1531,34.0
1532,33.0
1533,29.0
1534,19.0
1535,14.0
1536,20.0
1537,30.0
1538,20.0
1539,34.0
1540,15.0
1541,34.0
1542,33.0
1543,29.0
1544,19.0
1545,14.0
1546,20.0
1547,30.0
1548,20.0
1549,34.0
1550,15.0
1551,34.0
1552,33.0
1553,29.0
1554,19.0
1555,14.0
1556,20.0
1557,30.0
1558,20.0
1559,34.0
1560,15.0
1561,35.0
1562,27.0
1563,11.0
1564,17.0
1565,25.0
1566,8.0
1567,20.0
1568,21.0
1569,18.0
1570,15.0
1571,35.0
1572,27.0
1573,11.0
1574,17.0
1575,25.0
1576,8.0
1577,20.0
1578,21.0
1579,18.0
1580,15.0
1581,35.0
1582,27.0
1583,11.0
1584,17.0
1585,25.0
1586,8.0
1587,20.0
1588,21.0
1589,18.0
1590,15.0
1591,35.0
1592,27.0
1593,11.0
1594,17.0
1595,25.0
1596,8.0
1597,20.0
1598,21.0
1599,18.0
1600,15.0
1601,35.0
1602,27.0
1603,11.0
1604,17.0
1605,25.0
1606,8.0
1607,20.0
1608,21.0
1609,18.0
1610,15.0
1611,35.0
1612,27.0
1613,11.0
1614,17.0
1615,25.0
1616,8.0
1617,20.0
1618,21.0
1619,18.0
1620,15.0
1621,35.0
1622,27.0
1623,11.0
1624,17.0
1625,25.0
1626,8.0
1627,20.0
1628,21.0
1629,18.0
1630,15.0
1631,35.0
1632,27.0
1633,11.0
1634,17.0
1635,25.0
1636,8.0
1637,20.0
1638,21.0
1639,18.0
1640,15.0
1641,35.0
1642,27.0
1643,11.0
1644,17.0
1645,25.0
1646,8.0
1647,20.0
1648,21.0
1649,18.0
1650,15.0
1651,35.0
1652,27.0
1653,11.0
1654,17.0
1655,25.0
1656,8.0
1657,20.0
1658,21.0
1659,18.0
1660,15.0
1661,35.0
1662,27.0
1663,11.0
1664,17.0
1665,25.0
1666,8.0
1667,20.0
1668,21.0
1669,18.0
1670,15.0
1671,35.0
1672,27.0
1673,11.0
1674,17.0
1675,25.0
1676,8.0
1677,20.0
1678,21.0
1679,18.0
1680,15.0
1681,35.0
1682,27.0
1683,11.0
1684,17.0
1685,25.0
1686,8.0
1687,20.0
1688,21.0
1689,18.0
1690,15.0
1691,35.0
1692,27.0
1693,11.0
1694,17.0
1695,25.0
1696,8.0
1697,20.0
1698,21.0
1699,18.0
1700,15.0
1701,35.0
1702,27.0
1703,11.0
1704,17.0
1705,25.0
1706,8.0
1707,20.0
1708,21.0
1709,18.0
1710,15.0
1711,35.0
1712,27.0
1713,11.0
1714,17.0
1715,25.0
1716,8.0
1717,20.0
1718,21.0
1719,18.0
1720,15.0
1721,35.0
1722,27.0
1723,11.0
1724,17.0
1725,25.0
1726,8.0
1727,20.0
1728,21.0
1729,18.0
1730,15.0
1731,35.0
1732,27.0
1733,11.0
1734,17.0
1735,25.0
1736,8.0
1737,20.0
1738,21.0
1739,18.0
1740,15.0
1741,35.0
1742,27.0
1743,11.0
1744,17.0
1745,25.0
1746,8.0
1747,20.0
1748,21.0
1749,18.0
1750,15.0
1751,35.0
1752,27.0
1753,11.0
1754,17.0
1755,25.0
1756,8.0
1757,20.0
1758,21.0
1759,18.0
1760,15.0
1761,35.0
1762,27.0
1763,11.0
1764,17.0
1765,25.0
1766,8.0
1767,20.0
1768,21.0
1769,18.0
1770,15.0
1771,35.0
1772,27.0
1773,11.0
1774,17.0
1775,25.0
1776,8.0
1777,20.0
1778,21.0
1779,18.0
1780,15.0
1781,35.0
1782,27.0
1783,11.0
1784,17.0
1785,25.0
1786,8.0
1787,20.0
1788,21.0
1789,18.0
1790,15.0
1791,35.0
1792,27.0
1793,11.0
1794,17.0
1795,25.0
1796,8.0
1797,20.0
1798,21.0
1799,18.0
1800,15.0
1801,35.0
1802,27.0
1803,11.0
1804,17.0
1805,25.0
1806,8.0
1807,20.0
1808,21.0
1809,18.0
1810,15.0
1811,35.0
1812,27.0
1813,11.0
1814,17.0
1815,25.0
1816,8.0
1817,20.0
1818,21.0
1819,18.0
1820,16.0
1821,17.0
1822,20.0
1823,13.0
1824,11.0
1825,13.0
1826,9.0
1827,16.0
1828,23.0
1829,17.0
1830,16.0
1831,17.0
1832,20.0
1833,13.0
1834,11.0
1835,13.0
1836,9.0
1837,16.0
1838,23.0
1839,17.0
1840,16.0
1841,17.0
1842,20.0
1843,13.0
1844,11.0
1845,13.0
1846,9.0
1847,16.0
1848,23.0
1849,17.0
1850,16.0
1851,17.0
1852,20.0
1853,13.0
1854,11.0
1855,13.0
1856,9.0
1857,16.0
1858,23.0
1859,17.0
1860,16.0
1861,17.0
1862,20.0
1863,13.0
1864,11.0
1865,13.0
1866,9.0
1867,16.0
1868,23.0
1869,17.0
1870,16.0
1871,17.0
1872,20.0
1873,13.0
1874,11.0
1875,13.0
1876,9.0
1877,16.0
1878,23.0
1879,17.0
1880,16.0
1881,17.0
1882,20.0
1883,13.0
1884,11.0
1885,13.0
1886,9.0
1887,16.0
1888,23.0
1889,17.0
1890,16.0
1891,17.0
1892,20.0
1893,13.0
1894,11.0
1895,13.0
1896,9.0
1897,16.0
1898,23.0
1899,17.0
1900,16.0
1901,17.0
1902,20.0
1903,13.0
1904,11.0
1905,13.0
1906,9.0
1907,16.0
1908,23.0
1909,17.0
1910,16.0
1911,17.0
1912,20.0
1913,13.0
1914,11.0
1915,13.0
1916,9.0
1917,16.0
1918,23.0
1919,17.0
1920,16.0
1921,17.0
1922,20.0
1923,13.0
1924,11.0
1925,13.0
1926,9.0
1927,16.0
1928,23.0
1929,17.0
1930,16.0
1931,17.0
1932,20.0
1933,13.0
1934,11.0
1935,13.0
1936,9.0
1937,16.0
1938,23.0
1939,17.0
1940,16.0
1941,17.0
1942,20.0
1943,13.0
1944,11.0
1945,13.0
1946,9.0
1947,16.0
1948,23.0
1949,17.0
1950,16.0
1951,17.0
1952,20.0
1953,13.0
1954,11.0
1955,13.0
1956,9.0
1957,16.0
1958,23.0
1959,17.0
1960,16.0
1961,17.0
1962,20.0
1963,13.0
1964,11.0
1965,13.0
1966,9.0
1967,16.0
1968,23.0
1969,17.0
1970,16.0
1971,17.0
1972,20.0
1973,13.0
1974,11.0
1975,13.0
1976,9.0
1977,16.0
1978,23.0
1979,17.0
1980,16.0
1981,17.0
1982,20.0
1983,13.0
1984,11.0
1985,13.0
1986,9.0
1987,16.0
1988,23.0
1989,17.0
1990,16.0
1991,17.0
1992,20.0
1993,13.0
1994,11.0
1995,13.0
1996,9.0
1997,16.0
1998,23.0
1999,17.0
2000,16.0
2001,17.0
2002,20.0
2003,13.0
2004,11.0
2005,13.0
2006,9.0
2007,16.0
2008,23.0
2009,17.0
2010,16.0
2011,17.0
2012,20.0
2013,13.0
2014,11.0
2015,13.0
2016,9.0
2017,16.0
2018,23.0
2019,17.0
2020,16.0
2021,17.0
2022,20.0
2023,13.0
2024,11.0
2025,13.0
2026,9.0
2027,16.0
2028,23.0
2029,17.0
2030,16.0
2031,17.0
2032,20.0
2033,13.0
2034,11.0
2035,13.0
2036,9.0
2037,16.0
2038,23.0
2039,17.0
2040,16.0
2041,17.0
2042,20.0
2043,13.0
2044,11.0
2045,13.0
2046,9.0
2047,16.0
2048,23.0
2049,17.0
2050,16.0
2051,17.0
2052,20.0
2053,13.0
2054,11.0
2055,13.0
2056,9.0
2057,16.0
2058,23.0
2059,17.0
2060,16.0
2061,17.0
2062,20.0
2063,13.0
2064,11.0
2065,13.0
2066,9.0
2067,16.0
2068,23.0
2069,17.0
2070,16.0
2071,17.0
2072,20.0
2073,13.0
2074,11.0
2075,13.0
2076,9.0
2077,16.0
2078,23.0
2079,17.0
2080,42.0
2081,63.0
2082,52.0
2083,54.0
2084,23.0
2085,29.0
2086,34.0
2087,54.0
2088,52.0
2089,65.0
2090,42.0
2091,63.0
2092,52.0
2093,54.0
2094,23.0
2095,29.0
2096,34.0
2097,54.0
2098,52.0
2099,65.0
2100,42.0
2101,63.0
2102,52.0
2103,54.0
2104,23.0
2105,29.0
2106,34.0
2107,54.0
2108,52.0
2109,65.0
2110,42.0
2111,63.0
2112,52.0
2113,54.0
2114,23.0
2115,29.0
2116,34.0
2117,54.0
2118,52.0
2119,65.0
2120,42.0
2121,63.0
2122,52.0
2123,54.0
2124,23.0
2125,29.0
2126,34.0
2127,54.0
2128,52.0
2129,65.0
2130,42.0
2131,63.0
2132,52.0
2133,54.0
2134,23.0
2135,29.0
2136,34.0
2137,54.0
2138,52.0
2139,65.0
2140,42.0
